date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:13:56	63511/63511	---M-Z	200	added ('OK')	text/html	etag:%22f817-6444ea43-22367575ad27e5de;gz%22	https://themezhub.net/goodup-live/goodup/single-listing-detail-3.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/single-listing-detail-3.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:56	54761/54761	---M-Z	200	added ('OK')	text/html	etag:%22d5e9-6444ea43-b1c2e1d626e33a79;gz%22	https://themezhub.net/goodup-live/goodup/single-listing-detail-4.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/single-listing-detail-4.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:56	54444/54444	---M-Z	200	added ('OK')	text/html	etag:%22d4ac-6444ea43-3d0e43fa82030953;gz%22	https://themezhub.net/goodup-live/goodup/single-listing-detail-5.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/single-listing-detail-5.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:57	37967/37967	---M-Z	200	added ('OK')	text/html	etag:%22944f-6444ea43-cad174ca3c89339c;gz%22	https://themezhub.net/goodup-live/goodup/single-listing-detail-6.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/single-listing-detail-6.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:57	54432/54432	---M-Z	200	added ('OK')	text/html	etag:%22d4a0-6444ea43-4088bdf8175c891;gz%22	https://themezhub.net/goodup-live/goodup/single-listing-detail-7.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/single-listing-detail-7.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:57	61782/61782	---M-Z	200	added ('OK')	text/html	etag:%22f156-6444ea43-7b25802b2f8bac39;gz%22	https://themezhub.net/goodup-live/goodup/single-listing-detail-8.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/single-listing-detail-8.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:57	54051/54051	---M-Z	200	added ('OK')	text/html	etag:%22d323-6444ea43-b2bb7e897da1fdd1;gz%22	https://themezhub.net/goodup-live/goodup/author-detail.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/author-detail.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:57	23416/23416	---M-Z	200	added ('OK')	text/html	etag:%225b78-6444ea43-dce753d6d731f8f7;gz%22	https://themezhub.net/goodup-live/goodup/dashboard.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:58	24127/24127	---M-Z	200	added ('OK')	text/html	etag:%225e3f-6444ea43-44283af9066f5d08;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-my-listings.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-my-listings.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:58	52763/52763	---M-Z	200	added ('OK')	text/html	etag:%22ce1b-6444ea43-24ec42f75141a028;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-add-listings.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-add-listings.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:58	24128/24128	---M-Z	200	added ('OK')	text/html	etag:%225e40-6444ea43-8fa1594997b0d99d;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-saved-listings.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-saved-listings.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:58	22497/22497	---M-Z	200	added ('OK')	text/html	etag:%2257e1-6444ea43-361bbf66d34c21c5;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-my-bookings.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-my-bookings.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:59	23541/23541	---M-Z	200	added ('OK')	text/html	etag:%225bf5-6444ea43-b04b4d366805c240;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-wallet.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-wallet.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:59	22445/22445	---M-Z	200	added ('OK')	text/html	etag:%2257ad-6444ea43-e6ffd4f04be81885;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-messages.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-messages.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:13:59	19265/19265	---M-Z	200	added ('OK')	text/html	etag:%224b41-6444ea43-ef61ccbdc816881f;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-my-profile.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-my-profile.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:00	14394/14394	---M-Z	200	added ('OK')	text/html	etag:%22383a-6444ea43-1832dcd2f157fa90;gz%22	https://themezhub.net/goodup-live/goodup/dashboard-change-password.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/dashboard-change-password.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:00	27486/27486	---M-Z	200	added ('OK')	text/html	etag:%226b5e-6444ea43-d94d5f1f2a9ad466;gz%22	https://themezhub.net/goodup-live/goodup/blog.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/blog.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:01	34522/34522	---M-Z	200	added ('OK')	text/html	etag:%2286da-6444ea43-1cfbd383eff8b734;gz%22	https://themezhub.net/goodup-live/goodup/about-us.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/about-us.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:01	20670/20670	---M-Z	200	added ('OK')	text/html	etag:%2250be-6444ea43-d91a067933a2dd7d;gz%22	https://themezhub.net/goodup-live/goodup/contact.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/contact.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:01	24185/24185	---M-Z	200	added ('OK')	text/html	etag:%225e79-6444ea43-5405b2fa74f3ae1a;gz%22	https://themezhub.net/goodup-live/goodup/checkout.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/checkout.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:01	22150/22150	---M-Z	200	added ('OK')	text/html	etag:%225686-6444ea43-4e4d4999f1b9a95;gz%22	https://themezhub.net/goodup-live/goodup/pricing.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/pricing.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:01	19093/19093	---M-Z	200	added ('OK')	text/html	etag:%224a95-6444ea43-34ee256da607f77d;gz%22	https://themezhub.net/goodup-live/goodup/signup.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/signup.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:02	19063/19063	---M-Z	200	added ('OK')	text/html	etag:%224a77-6444ea43-450ba7625884e358;gz%22	https://themezhub.net/goodup-live/goodup/login.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/login.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:02	18547/18547	---M-Z	200	added ('OK')	text/html	etag:%224873-6444ea43-d7f116ecd34b3a99;gz%22	https://themezhub.net/goodup-live/goodup/privacy.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/privacy.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:02	28368/28368	---M-Z	200	added ('OK')	text/html	etag:%226ed0-6444ea43-50c6710aaf3c4aa;gz%22	https://themezhub.net/goodup-live/goodup/faq.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/faq.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:02	18023/18023	---M-Z	200	added ('OK')	text/html	etag:%224667-6444ea43-844ea512744c027f;gz%22	https://themezhub.net/goodup-live/goodup/404.html	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/404.html	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:03	56569/56569	---M--	200	added ('OK')	image/jpeg	etag:%22dcf9-6444ea43-ccbe1467f1935f8e;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-1.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-1.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:04	74709/74709	---M--	200	added ('OK')	image/jpeg	etag:%22123d5-6444ea43-823bc67c8d333006;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-2.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-2.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:04	346255/346255	---M--	200	added ('OK')	image/png	etag:%225488f-6444ea43-5b252acdfccbb0a0;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-1.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-1.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:04	57114/57114	---M--	200	added ('OK')	image/jpeg	etag:%22df1a-6444ea43-9d8b92124be6d47c;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-3.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-3.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:05	152298/152298	---M--	200	added ('OK')	image/png	etag:%22252ea-6444ea43-7b57abb4213cdbba;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-2.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-2.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:05	126368/126368	---M--	200	added ('OK')	image/png	etag:%221eda0-6444ea43-159d1bc9853c73d5;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-3.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-3.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:05	56800/56800	---M--	200	added ('OK')	image/jpeg	etag:%22dde0-6444ea43-f26ced973d6796ac;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-4.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-4.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:05	51624/51624	---M--	200	added ('OK')	image/jpeg	etag:%22c9a8-6444ea43-c37c0c05fabe79cf;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-5.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-5.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:05	132153/132153	---M--	200	added ('OK')	image/png	etag:%2220439-6444ea43-fb91040067094be9;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-4.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-4.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:05	1131031/1131031	---M--	200	added ('OK')	image/png	etag:%22114217-6444ea43-7af7f280bf9c085d;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/list.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/list.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:06	115356/115356	---M--	200	added ('OK')	image/png	etag:%221c29c-6444ea43-1b771682992f69a5;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-5.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-5.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:06	58889/58889	---M--	200	added ('OK')	image/jpeg	etag:%22e609-6444ea43-10d1fb34b8589f49;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-6.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-6.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:06	93813/93813	---M--	200	added ('OK')	image/png	etag:%2216e75-6444ea43-b8ff47fc75c5fa1c;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-6.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-6.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:06	49658/49658	---M--	200	added ('OK')	image/jpeg	etag:%22c1fa-6444ea43-6e346bbf19e22f48;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-7.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-7.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:06	114412/114412	---M--	200	added ('OK')	image/png	etag:%221beec-6444ea43-7e593e5b58e15d9c;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-7.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-7.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:06	76513/76513	---M--	200	added ('OK')	image/jpeg	etag:%2212ae1-6444ea43-6e397a6a2704c24c;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/listing/l-8.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/listing/l-8.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:07	140054/140054	---M--	200	added ('OK')	image/png	etag:%2222316-6444ea43-a126138ca14939bf;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/t-8.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/t-8.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:07	165270/165270	---M--	200	added ('OK')	image/jpeg	etag:%2228596-6444ea43-d121b82fffd49935;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-2.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-2.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:07	252538/252538	---M--	200	added ('OK')	image/jpeg	etag:%223da7a-6444ea43-8430b5b420b53413;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-1.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-1.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:08	166610/166610	---M--	200	added ('OK')	image/jpeg	etag:%2228ad2-6444ea43-24aac14b66835973;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-4.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-4.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:08	228731/228731	---M--	200	added ('OK')	image/jpeg	etag:%2237d7b-6444ea43-473153f16efbe721;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-3.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-3.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:08	194437/194437	---M--	200	added ('OK')	image/jpeg	etag:%222f785-6444ea43-28a06ce7f6c82b72;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-5.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-5.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:08	175127/175127	---M--	200	added ('OK')	image/jpeg	etag:%222ac17-6444ea43-b970d819eb3aa939;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-6.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-6.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:09	205497/205497	---M--	200	added ('OK')	image/jpeg	etag:%22322b9-6444ea43-b00e7de1166ce3c7;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-7.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-7.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:09	168766/168766	---M--	200	added ('OK')	image/jpeg	etag:%222933e-6444ea43-b9b18e3e7a9f8620;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/l-8.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/l-8.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:09	22890/22890	---M--	200	added ('OK')	image/png	etag:%22596a-6444ea43-58bc8c1ce64ee262;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/landing-bg.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/landing-bg.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:09	20103/20103	---M--	200	added ('OK')	image/png	etag:%224e87-6444ea43-74133c7b67d6f94d;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/c-1.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/c-1.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:09	1774/1774	---M--	200	added ('OK')	image/png	etag:%226ee-6444ea43-de50f586e8000834;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/facebook.png	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/facebook.png	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:09	88144/88144	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215850-6444ea43-50d365c44fbd28c9;gz%22	https://themezhub.net/goodup-live/goodup/assets/js/jquery.min.js	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/js/jquery.min.js	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:10	18554/18554	---M-Z	200	added ('OK')	application/x-javascript	etag:%22487a-6444ea43-fd80b458d45bea55;gz%22	https://themezhub.net/goodup-live/goodup/assets/js/popper.min.js	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/js/popper.min.js	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:10	60505/60505	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ec59-6444ea43-1ca677c33ad217a1;gz%22	https://themezhub.net/goodup-live/goodup/assets/js/bootstrap.min.js	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/js/bootstrap.min.js	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:10	639148/639148	---M--	200	added ('OK')	image/jpeg	etag:%229c0ac-6444ea43-603905d0b14d7569;;;%22	https://themezhub.net/goodup-live/goodup/assets/img/bg.jpg	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/img/bg.jpg	(from https://themezhub.net/goodup-live/goodup/home-4.html)
18:14:10	41953/41953	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3e1-6444ea43-7b5e3fb8253497c6;gz%22	https://themezhub.net/goodup-live/goodup/assets/js/slick.js	C:/Users/kittie/OneDrive/Desktop/newfront/themezhub.net/goodup-live/goodup/assets/js/slick.js	(from https://themezhub.net/goodup-live/goodup/home-4.html)
